STATE,COUNTY,STNAME,CTYNAME,AGEGRP,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
1,1,Alabama,Autauga County,0-4,1240,1167,354,359,5,6,29,19,3,4,90,74
1,1,Alabama,Autauga County,5-9,1296,1194,361,340,8,9,14,23,2,2,92,64
1,1,Alabama,Autauga County,10-14,1467,1411,432,391,4,7,15,31,4,4,86,76
1,1,Alabama,Autauga County,15-19,1395,1385,426,383,10,4,26,11,4,3,68,72
1,1,Alabama,Autauga County,20-24,1168,1155,382,336,5,7,45,13,1,1,50,51
1,1,Alabama,Autauga County,25-29,1343,1356,411,445,10,11,17,29,4,4,83,55
1,1,Alabama,Autauga County,30-34,1258,1348,350,399,4,3,25,30,2,4,60,54
1,1,Alabama,Autauga County,35-39,1346,1344,363,445,8,9,20,39,4,1,84,69
1,1,Alabama,Autauga County,40-44,1320,1396,343,430,3,10,21,43,3,1,60,53
1,1,Alabama,Autauga County,45-49,1515,1552,339,445,9,7,28,32,1,3,74,43
1,1,Alabama,Autauga County,50-54,1491,1520,312,386,12,14,17,28,2,1,29,59
1,1,Alabama,Autauga County,55-59,1594,1568,318,356,15,11,17,23,1,0,26,35
1,1,Alabama,Autauga County,60-64,1187,1375,277,328,9,7,10,17,0,0,18,20
1,1,Alabama,Autauga County,65-69,1026,1062,183,266,8,9,4,11,1,1,17,13
1,1,Alabama,Autauga County,70-74,871,1079,128,181,3,16,7,8,0,0,5,22
1,1,Alabama,Autauga County,75-79,622,872,86,124,7,6,3,7,1,0,9,15
1,1,Alabama,Autauga County,80-84,423,561,58,72,0,6,3,12,0,0,5,6
1,1,Alabama,Autauga County,85,297,456,30,76,1,4,0,4,0,0,4,8
1,3,Alabama,Baldwin County,0-4,5051,4793,642,640,57,44,62,51,9,5,595,522
1,3,Alabama,Baldwin County,5-9,5441,5228,667,666,47,55,81,58,4,3,563,547
1,3,Alabama,Baldwin County,10-14,5958,5716,761,719,38,51,59,170,4,1,544,483
1,3,Alabama,Baldwin County,15-19,5366,5235,728,765,55,44,62,290,3,7,368,405
1,3,Alabama,Baldwin County,20-24,4596,4447,742,703,46,51,126,136,2,5,310,267
1,3,Alabama,Baldwin County,25-29,5062,5331,846,723,54,46,80,93,10,10,372,296
1,3,Alabama,Baldwin County,30-34,5056,5239,656,663,70,47,65,73,9,3,432,375
1,3,Alabama,Baldwin County,35-39,5452,5879,636,698,66,48,83,131,7,4,417,341
1,3,Alabama,Baldwin County,40-44,5521,5753,543,589,59,50,59,133,5,3,378,365
1,3,Alabama,Baldwin County,45-49,6267,6577,559,631,56,38,66,102,5,6,328,295
1,3,Alabama,Baldwin County,50-54,6123,6527,517,647,51,73,59,88,5,8,316,242
1,3,Alabama,Baldwin County,55-59,6609,7387,618,726,74,64,37,68,2,5,210,210
1,3,Alabama,Baldwin County,60-64,6622,7525,520,648,76,51,23,53,1,5,186,181
1,3,Alabama,Baldwin County,65-69,6089,7011,414,484,38,48,34,46,2,1,118,116
1,3,Alabama,Baldwin County,70-74,5619,6078,232,301,53,35,20,35,1,6,98,77
1,3,Alabama,Baldwin County,75-79,3696,4235,180,210,27,29,11,21,0,1,31,44
1,3,Alabama,Baldwin County,80-84,2264,2496,80,133,15,14,3,19,4,0,21,27
1,3,Alabama,Baldwin County,85,1679,2373,59,146,4,10,3,8,0,0,15,36
1,5,Alabama,Barbour County,0-4,257,252,369,351,6,3,1,2,1,0,53,52
1,5,Alabama,Barbour County,5-9,288,319,399,385,3,0,4,3,1,1,64,87
1,5,Alabama,Barbour County,10-14,327,337,418,363,11,8,5,6,3,0,60,65
1,5,Alabama,Barbour County,15-19,319,298,419,381,5,2,3,1,1,2,40,32
1,5,Alabama,Barbour County,20-24,329,232,516,353,3,4,2,0,2,3,21,19
1,5,Alabama,Barbour County,25-29,463,252,641,393,8,8,2,1,2,1,56,22
1,5,Alabama,Barbour County,30-34,394,298,569,367,6,4,4,4,8,3,52,45
1,5,Alabama,Barbour County,35-39,423,241,460,346,13,6,9,8,7,1,58,22
1,5,Alabama,Barbour County,40-44,438,276,416,292,3,6,4,6,1,0,52,37
1,5,Alabama,Barbour County,45-49,484,334,426,348,11,0,3,4,1,1,44,29
1,5,Alabama,Barbour County,50-54,431,392,395,355,7,4,3,2,1,2,27,24
1,5,Alabama,Barbour County,55-59,458,440,350,388,8,8,2,5,0,1,23,12
1,5,Alabama,Barbour County,60-64,438,464,295,311,2,2,4,6,1,0,11,15
1,5,Alabama,Barbour County,65-69,412,453,278,373,5,4,0,4,0,0,9,6
1,5,Alabama,Barbour County,70-74,396,459,205,257,2,3,1,5,0,0,7,3
1,5,Alabama,Barbour County,75-79,287,334,107,167,2,1,3,2,1,0,3,6
1,5,Alabama,Barbour County,80-84,164,221,67,122,0,1,0,0,0,1,1,0
1,5,Alabama,Barbour County,85,102,197,40,120,2,3,2,2,0,0,3,4
1,7,Alabama,Bibb County,0-4,504,482,136,119,2,9,0,0,0,0,37,23
1,7,Alabama,Bibb County,5-9,477,440,104,97,4,5,0,0,1,0,21,19
1,7,Alabama,Bibb County,10-14,562,459,132,135,2,4,2,1,0,1,20,18
1,7,Alabama,Bibb County,15-19,523,470,148,103,5,0,2,1,1,1,11,15
1,7,Alabama,Bibb County,20-24,480,430,275,99,2,1,2,2,2,0,17,10
1,7,Alabama,Bibb County,25-29,594,560,381,159,2,6,3,1,7,0,33,31
1,7,Alabama,Bibb County,30-34,566,517,380,117,2,2,2,0,5,0,42,40
1,7,Alabama,Bibb County,35-39,601,469,298,124,5,3,0,0,2,2,42,11
1,7,Alabama,Bibb County,40-44,564,543,220,92,5,5,2,0,2,0,39,13
1,7,Alabama,Bibb County,45-49,644,571,234,122,3,5,2,11,2,0,20,6
1,7,Alabama,Bibb County,50-54,670,594,172,119,0,3,1,13,0,0,9,11
1,7,Alabama,Bibb County,55-59,627,579,168,136,1,5,0,2,0,0,14,8
1,7,Alabama,Bibb County,60-64,555,574,107,111,1,1,0,1,0,0,6,12
1,7,Alabama,Bibb County,65-69,477,511,86,90,7,0,0,1,0,0,7,26
1,7,Alabama,Bibb County,70-74,392,468,56,65,3,1,2,0,0,0,7,5
1,7,Alabama,Bibb County,75-79,292,359,24,48,4,0,0,0,0,0,4,2
1,7,Alabama,Bibb County,80-84,144,219,18,34,0,0,1,1,0,0,2,1
1,7,Alabama,Bibb County,85,90,204,15,46,0,0,0,0,0,0,4,2
1,9,Alabama,Blount County,0-4,1608,1621,30,32,15,14,6,9,4,2,279,266
1,9,Alabama,Blount County,5-9,1733,1684,37,32,7,11,13,9,1,0,316,315
1,9,Alabama,Blount County,10-14,1820,1866,45,35,10,12,7,7,5,4,304,330
1,9,Alabama,Blount County,15-19,1779,1676,35,42,20,11,5,5,5,3,251,255
1,9,Alabama,Blount County,20-24,1605,1416,35,31,12,13,7,6,5,1,216,179
1,9,Alabama,Blount County,25-29,1734,1729,27,14,6,9,3,4,3,4,223,165
1,9,Alabama,Blount County,30-34,1606,1616,55,18,9,18,5,5,2,4,241,145
1,9,Alabama,Blount County,35-39,1712,1674,34,27,13,20,3,8,2,0,262,197
1,9,Alabama,Blount County,40-44,1669,1755,32,27,13,8,6,6,4,1,239,220
1,9,Alabama,Blount County,45-49,1900,1887,34,32,11,7,6,8,3,1,162,154
1,9,Alabama,Blount County,50-54,1856,1904,26,22,16,11,1,7,4,1,123,113
1,9,Alabama,Blount County,55-59,1966,1859,29,21,13,6,5,6,2,1,111,75
1,9,Alabama,Blount County,60-64,1737,1815,19,40,7,11,5,10,2,0,80,62
1,9,Alabama,Blount County,65-69,1503,1663,27,27,15,12,4,4,1,1,51,34
1,9,Alabama,Blount County,70-74,1285,1600,18,15,9,8,1,1,0,1,43,59
1,9,Alabama,Blount County,75-79,870,1041,12,11,5,7,4,7,0,1,11,17
1,9,Alabama,Blount County,80-84,572,698,5,10,5,3,1,0,0,1,8,5
1,9,Alabama,Blount County,85,352,645,7,7,9,2,0,1,1,0,19,6
1,11,Alabama,Bullock County,0-4,58,72,219,229,2,2,0,2,2,2,39,56
1,11,Alabama,Bullock County,5-9,65,72,216,205,6,5,2,3,2,1,49,55
1,11,Alabama,Bullock County,10-14,68,42,250,203,5,3,0,0,6,7,54,37
1,11,Alabama,Bullock County,15-19,44,55,210,190,4,1,0,0,2,8,30,32
1,11,Alabama,Bullock County,20-24,81,43,281,209,0,2,0,0,1,1,17,14
1,11,Alabama,Bullock County,25-29,110,30,362,243,2,3,0,0,6,4,31,20
1,11,Alabama,Bullock County,30-34,141,54,317,215,4,9,1,0,7,3,75,44
1,11,Alabama,Bullock County,35-39,135,58,262,191,6,6,1,2,8,6,52,46
1,11,Alabama,Bullock County,40-44,144,52,219,186,3,3,1,1,3,2,26,24
1,11,Alabama,Bullock County,45-49,165,64,237,180,2,2,0,2,1,0,20,20
1,11,Alabama,Bullock County,50-54,102,43,229,223,2,1,1,1,1,0,6,7
1,11,Alabama,Bullock County,55-59,110,74,278,279,2,3,1,0,0,0,8,7
1,11,Alabama,Bullock County,60-64,117,87,238,232,0,1,0,0,0,0,2,8
1,11,Alabama,Bullock County,65-69,72,81,188,190,1,2,0,0,1,2,4,5
1,11,Alabama,Bullock County,70-74,80,73,92,156,0,0,0,1,0,0,3,4
1,11,Alabama,Bullock County,75-79,58,56,63,116,1,0,0,0,0,0,5,0
1,11,Alabama,Bullock County,80-84,43,46,57,87,0,0,0,0,0,0,1,2
1,11,Alabama,Bullock County,85,22,44,31,85,0,2,0,0,0,0,2,2
1,13,Alabama,Butler County,0-4,237,251,297,275,2,1,7,3,0,0,15,20
1,13,Alabama,Butler County,5-9,323,251,312,294,2,3,1,5,3,1,15,18
1,13,Alabama,Butler County,10-14,326,264,351,305,2,4,6,11,1,1,22,13
1,13,Alabama,Butler County,15-19,242,224,362,308,4,3,8,7,0,0,8,5
1,13,Alabama,Butler County,20-24,257,218,281,307,3,3,9,3,0,0,3,8
1,13,Alabama,Butler County,25-29,267,263,287,329,1,3,28,5,1,0,11,6
1,13,Alabama,Butler County,30-34,236,278,202,340,0,2,11,8,0,0,17,12
1,13,Alabama,Butler County,35-39,278,285,265,362,3,1,37,20,0,1,13,7
1,13,Alabama,Butler County,40-44,255,302,223,330,3,0,10,6,0,0,3,10
1,13,Alabama,Butler County,45-49,330,337,199,295,3,1,8,5,0,2,10,6
1,13,Alabama,Butler County,50-54,286,332,201,290,1,3,6,4,0,0,9,8
1,13,Alabama,Butler County,55-59,359,418,222,323,2,3,10,8,0,0,8,13
1,13,Alabama,Butler County,60-64,441,447,224,298,6,2,7,10,0,0,10,3
1,13,Alabama,Butler County,65-69,335,394,213,281,4,4,5,1,0,0,4,4
1,13,Alabama,Butler County,70-74,310,335,137,161,0,0,5,1,0,0,3,3
1,13,Alabama,Butler County,75-79,204,271,73,142,1,1,1,1,0,0,0,1
1,13,Alabama,Butler County,80-84,124,208,67,98,1,1,1,1,0,0,4,2
1,13,Alabama,Butler County,85,89,306,46,139,0,1,0,0,0,0,1,2
1,15,Alabama,Calhoun County,0-4,2260,2215,839,785,23,26,29,33,2,5,242,244
1,15,Alabama,Calhoun County,5-9,2336,2165,779,849,12,11,30,39,7,5,264,218
1,15,Alabama,Calhoun County,10-14,2645,2443,872,765,9,14,25,47,6,3,269,263
1,15,Alabama,Calhoun County,15-19,2640,2497,985,1043,17,16,23,32,6,5,205,222
1,15,Alabama,Calhoun County,20-24,2507,2496,977,991,20,15,31,66,5,3,151,141
1,15,Alabama,Calhoun County,25-29,2956,2976,991,1037,17,17,28,23,0,7,168,135
1,15,Alabama,Calhoun County,30-34,2491,2605,746,823,10,20,38,30,4,6,202,197
1,15,Alabama,Calhoun County,35-39,2576,2625,678,854,35,20,35,52,5,3,195,120
1,15,Alabama,Calhoun County,40-44,2512,2528,640,794,22,18,32,50,3,3,135,152
1,15,Alabama,Calhoun County,45-49,2718,2812,604,757,22,17,37,29,4,6,123,96
1,15,Alabama,Calhoun County,50-54,2888,2814,580,780,18,15,27,45,3,3,102,105
1,15,Alabama,Calhoun County,55-59,2984,3230,743,894,21,32,38,49,7,6,81,83
1,15,Alabama,Calhoun County,60-64,3002,3189,643,842,33,27,20,43,1,2,68,63
1,15,Alabama,Calhoun County,65-69,2494,2986,489,645,20,14,16,43,5,0,43,44
1,15,Alabama,Calhoun County,70-74,2028,2415,333,402,15,20,9,38,0,3,17,26
1,15,Alabama,Calhoun County,75-79,1364,1805,175,244,10,12,7,16,2,1,18,23
1,15,Alabama,Calhoun County,80-84,796,1230,97,207,9,4,7,18,1,1,15,11
1,15,Alabama,Calhoun County,85,561,1237,59,211,4,2,3,14,1,2,14,14
1,17,Alabama,Chambers County,0-4,509,466,437,394,5,1,24,17,0,0,80,66
1,17,Alabama,Chambers County,5-9,499,512,406,436,11,3,7,4,0,0,59,67
1,17,Alabama,Chambers County,10-14,487,481,441,452,4,1,8,5,0,0,40,36
1,17,Alabama,Chambers County,15-19,561,455,441,381,0,2,6,4,0,0,36,32
1,17,Alabama,Chambers County,20-24,523,509,422,482,3,1,17,5,2,1,22,14
1,17,Alabama,Chambers County,25-29,628,584,507,561,3,7,29,25,2,0,26,21
1,17,Alabama,Chambers County,30-34,470,495,356,461,1,0,40,19,4,1,47,24
1,17,Alabama,Chambers County,35-39,471,501,385,446,4,3,42,13,2,0,27,29
1,17,Alabama,Chambers County,40-44,496,549,384,422,2,3,16,14,0,1,31,27
1,17,Alabama,Chambers County,45-49,680,638,358,464,1,3,11,9,0,1,33,15
1,17,Alabama,Chambers County,50-54,614,645,448,477,3,6,19,10,0,0,21,14
1,17,Alabama,Chambers County,55-59,694,782,477,505,1,2,30,18,0,0,14,11
1,17,Alabama,Chambers County,60-64,696,758,414,497,4,5,18,12,0,1,20,5
1,17,Alabama,Chambers County,65-69,606,691,346,407,5,6,3,2,0,0,2,5
1,17,Alabama,Chambers County,70-74,591,678,185,289,5,1,1,1,0,0,9,7
1,17,Alabama,Chambers County,75-79,381,456,128,220,1,3,2,5,0,0,4,3
1,17,Alabama,Chambers County,80-84,232,315,76,133,2,0,5,1,0,0,1,4
1,17,Alabama,Chambers County,85,153,376,42,166,0,1,1,3,0,0,4,5
1,19,Alabama,Cherokee County,0-4,552,525,21,30,4,6,4,7,0,0,18,9
1,19,Alabama,Cherokee County,5-9,658,580,21,24,4,3,1,9,0,0,29,25
1,19,Alabama,Cherokee County,10-14,696,667,24,34,7,2,6,3,1,1,29,19
1,19,Alabama,Cherokee County,15-19,659,674,57,42,7,7,3,6,0,0,9,26
1,19,Alabama,Cherokee County,20-24,612,566,52,31,4,4,1,2,0,0,14,16
1,19,Alabama,Cherokee County,25-29,760,689,45,21,3,3,2,0,0,1,13,14
1,19,Alabama,Cherokee County,30-34,517,601,42,14,3,8,2,3,1,0,17,21
1,19,Alabama,Cherokee County,35-39,588,620,36,33,1,1,2,1,1,1,17,11
1,19,Alabama,Cherokee County,40-44,698,705,20,19,4,2,0,4,0,0,19,12
1,19,Alabama,Cherokee County,45-49,814,825,36,33,2,5,1,3,1,0,12,12
1,19,Alabama,Cherokee County,50-54,934,819,31,32,3,7,2,4,1,0,13,4
1,19,Alabama,Cherokee County,55-59,932,959,42,51,8,7,1,2,0,0,8,8
1,19,Alabama,Cherokee County,60-64,944,986,41,58,12,11,3,3,0,0,6,6
1,19,Alabama,Cherokee County,65-69,873,869,41,41,7,8,2,2,0,0,7,2
1,19,Alabama,Cherokee County,70-74,748,839,36,28,9,5,2,2,0,0,5,6
1,19,Alabama,Cherokee County,75-79,512,586,8,20,6,3,1,2,0,0,6,1
1,19,Alabama,Cherokee County,80-84,318,387,9,16,3,1,0,1,0,0,1,3
1,19,Alabama,Cherokee County,85,168,337,10,10,2,0,0,1,0,0,2,2
1,21,Alabama,Chilton County,0-4,1153,1127,150,164,10,11,10,11,2,2,201,170
1,21,Alabama,Chilton County,5-9,1206,1230,162,176,11,5,7,12,3,0,229,240
1,21,Alabama,Chilton County,10-14,1239,1296,183,152,4,5,6,11,2,3,185,186
1,21,Alabama,Chilton County,15-19,1262,1182,144,167,9,10,4,9,3,1,168,145
1,21,Alabama,Chilton County,20-24,1093,1076,165,150,10,7,5,8,2,1,183,103
1,21,Alabama,Chilton County,25-29,1307,1241,203,192,7,15,7,6,5,2,136,86
1,21,Alabama,Chilton County,30-34,1072,1108,162,146,8,7,10,9,10,6,136,85
1,21,Alabama,Chilton County,35-39,1138,1201,133,142,6,7,11,6,10,5,142,143
1,21,Alabama,Chilton County,40-44,1172,1250,131,155,16,7,11,14,2,4,163,128
1,21,Alabama,Chilton County,45-49,1351,1192,121,153,9,5,5,13,5,2,132,96
1,21,Alabama,Chilton County,50-54,1289,1318,141,141,5,8,6,6,2,2,112,63
1,21,Alabama,Chilton County,55-59,1323,1323,143,161,10,6,1,5,1,0,64,34
1,21,Alabama,Chilton County,60-64,1200,1348,134,159,9,9,2,6,1,0,29,23
1,21,Alabama,Chilton County,65-69,1063,1165,91,111,7,8,2,3,0,1,28,18
1,21,Alabama,Chilton County,70-74,840,983,72,74,2,4,0,2,0,0,22,13
1,21,Alabama,Chilton County,75-79,582,663,35,49,4,2,0,4,0,0,6,6
1,21,Alabama,Chilton County,80-84,323,433,26,39,1,2,0,3,0,0,3,5
1,21,Alabama,Chilton County,85,275,435,20,32,1,3,0,0,0,0,11,6
1,23,Alabama,Choctaw County,0-4,183,171,144,154,1,0,0,0,0,0,9,6
1,23,Alabama,Choctaw County,5-9,164,180,154,139,1,0,0,0,0,0,9,14
1,23,Alabama,Choctaw County,10-14,240,181,161,149,0,1,0,0,0,0,9,3
1,23,Alabama,Choctaw County,15-19,234,194,145,168,0,0,0,0,0,0,5,3
1,23,Alabama,Choctaw County,20-24,194,189,138,164,0,0,1,2,0,0,4,8
1,23,Alabama,Choctaw County,25-29,175,195,158,174,2,1,0,0,0,0,1,4
1,23,Alabama,Choctaw County,30-34,164,160,120,143,0,0,0,3,0,0,7,1
1,23,Alabama,Choctaw County,35-39,188,227,126,142,1,1,3,3,0,0,2,2
1,23,Alabama,Choctaw County,40-44,212,212,105,153,3,0,0,2,0,0,5,7
1,23,Alabama,Choctaw County,45-49,227,247,136,173,1,1,1,1,0,0,3,3
1,23,Alabama,Choctaw County,50-54,237,252,183,220,1,1,0,0,0,0,0,2
1,23,Alabama,Choctaw County,55-59,291,289,209,257,3,1,0,2,0,0,2,3
1,23,Alabama,Choctaw County,60-64,245,249,193,263,1,0,1,0,0,0,1,1
1,23,Alabama,Choctaw County,65-69,215,258,167,218,0,2,1,2,0,0,1,3
1,23,Alabama,Choctaw County,70-74,227,282,120,169,0,0,0,0,0,0,4,7
1,23,Alabama,Choctaw County,75-79,193,179,78,110,0,1,0,0,0,0,2,1
1,23,Alabama,Choctaw County,80-84,106,153,44,60,0,0,0,0,0,0,1,0
1,23,Alabama,Choctaw County,85,92,138,37,81,0,1,0,1,0,0,1,0
1,25,Alabama,Clarke County,0-4,317,334,340,339,4,9,2,3,0,0,21,17
1,25,Alabama,Clarke County,5-9,317,309,334,311,3,4,0,2,0,0,15,8
1,25,Alabama,Clarke County,10-14,358,363,372,335,3,4,3,6,2,0,24,10
1,25,Alabama,Clarke County,15-19,354,399,411,374,2,3,2,5,0,1,11,23
1,25,Alabama,Clarke County,20-24,347,317,353,385,7,4,4,1,0,0,8,9
1,25,Alabama,Clarke County,25-29,358,363,344,388,2,5,4,1,0,0,10,3
1,25,Alabama,Clarke County,30-34,296,295,241,284,4,5,2,2,0,0,11,6
1,25,Alabama,Clarke County,35-39,330,358,312,372,4,6,5,10,0,0,8,13
1,25,Alabama,Clarke County,40-44,320,368,304,373,1,4,4,4,0,0,7,11
1,25,Alabama,Clarke County,45-49,397,380,291,401,5,2,7,4,0,0,13,12
1,25,Alabama,Clarke County,50-54,444,442,312,415,2,4,3,3,0,0,17,6
1,25,Alabama,Clarke County,55-59,476,488,363,441,2,4,0,3,1,0,5,10
1,25,Alabama,Clarke County,60-64,448,464,315,409,3,6,5,7,0,0,6,10
1,25,Alabama,Clarke County,65-69,385,428,250,251,4,7,2,4,0,0,8,4
1,25,Alabama,Clarke County,70-74,399,441,175,233,7,2,0,0,1,0,1,1
1,25,Alabama,Clarke County,75-79,312,360,101,177,0,2,1,0,0,0,3,4
1,25,Alabama,Clarke County,80-84,198,226,56,119,0,0,0,3,0,0,4,1
1,25,Alabama,Clarke County,85,135,255,51,142,0,2,2,0,0,0,0,6
1,27,Alabama,Clay County,0-4,277,249,64,43,0,3,3,2,0,0,8,23
1,27,Alabama,Clay County,5-9,295,273,57,58,0,5,2,0,0,0,21,24
1,27,Alabama,Clay County,10-14,327,288,57,59,3,1,2,0,0,0,21,12
1,27,Alabama,Clay County,15-19,336,301,73,56,1,2,1,0,0,0,19,11
1,27,Alabama,Clay County,20-24,320,305,70,63,1,1,2,0,0,0,15,10
1,27,Alabama,Clay County,25-29,302,327,53,64,3,2,0,0,0,0,12,14
1,27,Alabama,Clay County,30-34,261,310,52,45,0,1,0,3,0,0,14,8
1,27,Alabama,Clay County,35-39,318,320,58,60,1,3,0,2,0,0,20,17
1,27,Alabama,Clay County,40-44,297,329,47,49,0,2,2,2,0,0,16,15
1,27,Alabama,Clay County,45-49,387,354,42,74,2,3,2,1,0,0,16,13
1,27,Alabama,Clay County,50-54,403,405,75,83,5,2,0,0,0,0,22,5
1,27,Alabama,Clay County,55-59,434,425,59,80,2,2,1,2,0,0,8,9
1,27,Alabama,Clay County,60-64,407,408,43,74,5,3,1,2,0,0,7,7
1,27,Alabama,Clay County,65-69,356,378,52,46,1,7,0,1,0,0,5,9
1,27,Alabama,Clay County,70-74,273,296,38,51,2,2,0,1,0,0,6,3
1,27,Alabama,Clay County,75-79,204,267,27,33,1,2,0,0,0,0,4,0
1,27,Alabama,Clay County,80-84,128,203,12,23,2,2,0,0,0,0,2,0
1,27,Alabama,Clay County,85,106,177,13,15,0,0,0,0,0,0,1,3
1,29,Alabama,Cleburne County,0-4,435,415,7,5,1,4,0,0,0,0,16,21
1,29,Alabama,Cleburne County,5-9,450,421,13,15,2,0,0,0,0,0,25,23
1,29,Alabama,Cleburne County,10-14,462,451,19,22,2,5,1,1,1,0,17,25
1,29,Alabama,Cleburne County,15-19,501,363,14,11,3,3,2,0,0,0,14,14
1,29,Alabama,Cleburne County,20-24,364,336,14,12,5,1,2,2,0,0,14,10
1,29,Alabama,Cleburne County,25-29,464,442,11,9,2,1,0,1,3,1,18,9
1,29,Alabama,Cleburne County,30-34,367,398,5,19,1,2,2,2,2,0,18,12
1,29,Alabama,Cleburne County,35-39,402,412,14,17,2,6,2,0,1,0,11,9
1,29,Alabama,Cleburne County,40-44,436,423,9,12,0,5,1,1,1,0,16,7
1,29,Alabama,Cleburne County,45-49,500,496,12,10,0,2,0,2,2,0,23,9
1,29,Alabama,Cleburne County,50-54,501,500,16,12,1,0,0,2,0,0,8,5
1,29,Alabama,Cleburne County,55-59,510,509,21,18,4,1,0,2,0,0,10,7
1,29,Alabama,Cleburne County,60-64,416,487,11,16,1,4,0,2,0,0,3,5
1,29,Alabama,Cleburne County,65-69,428,433,12,21,4,2,0,1,0,0,5,5
1,29,Alabama,Cleburne County,70-74,337,407,12,11,4,0,0,3,0,0,3,1
1,29,Alabama,Cleburne County,75-79,273,275,8,12,1,2,0,0,0,0,2,1
1,29,Alabama,Cleburne County,80-84,120,174,1,11,0,2,0,1,0,0,1,1
1,29,Alabama,Cleburne County,85,104,222,2,7,1,0,0,3,0,0,1,3
1,31,Alabama,Coffee County,0-4,1129,1074,352,327,16,24,30,34,9,7,250,238
1,31,Alabama,Coffee County,5-9,1247,1230,281,301,22,15,24,16,11,9,216,224
1,31,Alabama,Coffee County,10-14,1352,1219,314,297,23,29,16,18,12,11,226,174
1,31,Alabama,Coffee County,15-19,1285,1180,301,314,16,20,26,16,5,5,161,156
1,31,Alabama,Coffee County,20-24,1125,1001,291,360,11,24,15,28,2,2,152,132
1,31,Alabama,Coffee County,25-29,1227,1185,324,360,38,31,20,24,17,6,144,134
1,31,Alabama,Coffee County,30-34,1291,1184,299,272,29,23,29,28,22,14,203,124
1,31,Alabama,Coffee County,35-39,1208,1274,281,309,23,27,30,60,23,6,208,172
1,31,Alabama,Coffee County,40-44,1300,1235,291,333,23,17,26,38,6,5,155,124
1,31,Alabama,Coffee County,45-49,1396,1385,269,317,37,20,23,43,4,2,102,107
1,31,Alabama,Coffee County,50-54,1321,1331,290,286,25,22,13,26,7,4,81,64
1,31,Alabama,Coffee County,55-59,1250,1257,322,298,22,28,14,49,4,2,55,50
1,31,Alabama,Coffee County,60-64,1206,1288,255,311,19,29,10,48,2,3,58,48
1,31,Alabama,Coffee County,65-69,1032,1130,220,241,20,23,7,36,3,1,48,33
1,31,Alabama,Coffee County,70-74,916,1052,163,192,26,12,10,30,0,0,16,23
1,31,Alabama,Coffee County,75-79,556,727,58,112,6,16,7,20,1,0,8,9
1,31,Alabama,Coffee County,80-84,417,533,39,98,7,3,0,25,0,0,7,8
1,31,Alabama,Coffee County,85,271,554,39,75,1,5,0,10,1,0,11,14
1,33,Alabama,Colbert County,0-4,1178,1216,251,237,11,10,5,4,7,1,94,79
1,33,Alabama,Colbert County,5-9,1226,1175,270,295,7,5,13,9,0,2,81,80
1,33,Alabama,Colbert County,10-14,1284,1206,281,261,10,10,9,17,2,3,90,78
1,33,Alabama,Colbert County,15-19,1231,1215,271,274,5,7,9,9,2,2,81,69
1,33,Alabama,Colbert County,20-24,1202,1176,291,317,10,14,7,8,2,2,54,44
1,33,Alabama,Colbert County,25-29,1493,1448,317,330,12,15,10,9,2,2,54,48
1,33,Alabama,Colbert County,30-34,1261,1327,243,308,13,18,7,21,1,1,84,39
1,33,Alabama,Colbert County,35-39,1248,1309,256,271,12,12,16,21,0,1,47,44
1,33,Alabama,Colbert County,40-44,1235,1287,259,290,16,9,6,12,0,0,59,50
1,33,Alabama,Colbert County,45-49,1399,1504,233,301,16,8,13,17,0,2,52,39
1,33,Alabama,Colbert County,50-54,1469,1529,252,315,9,8,10,9,2,1,31,22
1,33,Alabama,Colbert County,55-59,1533,1656,270,340,17,9,7,11,1,0,16,25
1,33,Alabama,Colbert County,60-64,1556,1615,265,350,9,17,11,7,2,1,21,21
1,33,Alabama,Colbert County,65-69,1322,1452,240,317,16,10,4,18,0,0,10,11
1,33,Alabama,Colbert County,70-74,1006,1292,168,207,9,6,4,8,0,0,5,3
1,33,Alabama,Colbert County,75-79,790,1048,105,151,3,10,3,4,0,0,4,6
1,33,Alabama,Colbert County,80-84,474,690,59,111,6,5,0,0,0,0,3,4
1,33,Alabama,Colbert County,85,419,667,61,108,7,2,1,4,0,2,6,11
1,35,Alabama,Conecuh County,0-4,150,166,156,160,0,2,0,0,0,0,12,13
1,35,Alabama,Conecuh County,5-9,152,166,177,188,2,2,1,1,0,0,21,22
1,35,Alabama,Conecuh County,10-14,167,152,193,185,7,1,2,0,1,0,12,10
1,35,Alabama,Conecuh County,15-19,137,132,211,216,0,0,0,0,0,0,4,10
1,35,Alabama,Conecuh County,20-24,166,152,172,183,1,2,1,0,0,0,16,7
1,35,Alabama,Conecuh County,25-29,170,159,184,192,3,1,0,0,1,0,18,9
1,35,Alabama,Conecuh County,30-34,158,158,143,163,0,1,2,2,0,0,13,10
1,35,Alabama,Conecuh County,35-39,132,149,151,184,0,1,0,1,0,0,11,7
1,35,Alabama,Conecuh County,40-44,151,170,131,175,5,0,1,0,0,0,7,14
1,35,Alabama,Conecuh County,45-49,196,170,130,188,2,1,0,3,0,1,11,2
1,35,Alabama,Conecuh County,50-54,209,207,148,217,1,3,1,3,0,0,4,8
