STATE,COUNTY,STNAME,CTYNAME,AGEGRP,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
13,133,Georgia,Greene County,70-74,656,642,126,142,0,1,3,1,0,0,11,6
13,133,Georgia,Greene County,75-79,472,419,62,97,2,1,1,2,0,0,3,3
13,133,Georgia,Greene County,80-84,232,173,17,68,0,1,1,0,0,0,1,3
13,133,Georgia,Greene County,85,104,209,20,71,1,0,2,1,0,0,2,5
13,135,Georgia,Gwinnett County,0-4,16311,15824,9538,9129,396,356,2989,2892,62,90,9714,9567
13,135,Georgia,Gwinnett County,5-9,17640,16990,10564,10671,327,349,3517,3496,96,59,10480,10181
13,135,Georgia,Gwinnett County,10-14,19734,18646,12122,12189,424,380,3865,3887,43,15,10788,10214
13,135,Georgia,Gwinnett County,15-19,18457,17390,11676,11360,400,339,3707,3529,28,26,9145,8800
13,135,Georgia,Gwinnett County,20-24,15717,15249,9584,9885,345,262,3652,3386,21,25,7498,7273
13,135,Georgia,Gwinnett County,25-29,15983,15193,9684,10478,341,227,4183,4370,29,42,7129,6683
13,135,Georgia,Gwinnett County,30-34,16285,15329,8458,10301,338,229,3862,4385,26,35,7786,6788
13,135,Georgia,Gwinnett County,35-39,18046,16699,9658,12089,371,296,3659,4489,27,28,9225,7925
13,135,Georgia,Gwinnett County,40-44,17419,16722,9416,12281,423,335,3728,5123,43,54,8744,7834
13,135,Georgia,Gwinnett County,45-49,18406,18049,10151,12342,337,264,4620,5421,26,38,7349,6566
13,135,Georgia,Gwinnett County,50-54,18033,17773,9000,10564,224,199,4303,4631,36,15,5332,4947
13,135,Georgia,Gwinnett County,55-59,17653,17898,7066,8286,131,138,3753,4093,15,32,3704,3546
13,135,Georgia,Gwinnett County,60-64,14746,15458,4532,5718,91,93,3227,3346,11,14,2497,2482
13,135,Georgia,Gwinnett County,65-69,11089,12318,2704,4103,37,69,2271,2612,8,9,1298,1493
13,135,Georgia,Gwinnett County,70-74,7991,9304,1600,2521,45,33,1610,1800,8,8,830,1049
13,135,Georgia,Gwinnett County,75-79,4831,5902,893,1386,19,19,1022,1233,2,2,452,652
13,135,Georgia,Gwinnett County,80-84,2616,3849,426,817,17,9,610,643,1,1,245,482
13,135,Georgia,Gwinnett County,85,2167,3986,273,724,8,5,366,444,0,2,221,353
13,137,Georgia,Habersham County,0-4,1200,1134,64,49,18,10,20,13,2,2,397,328
13,137,Georgia,Habersham County,5-9,1228,1198,44,47,7,9,33,36,5,7,398,421
13,137,Georgia,Habersham County,10-14,1334,1392,31,41,26,23,45,46,5,8,374,434
13,137,Georgia,Habersham County,15-19,1358,1385,47,65,20,26,46,30,9,8,331,342
13,137,Georgia,Habersham County,20-24,1239,1408,43,139,22,15,42,30,8,6,289,287
13,137,Georgia,Habersham County,25-29,1264,1317,41,167,26,15,38,26,5,4,303,238
13,137,Georgia,Habersham County,30-34,1164,1283,41,142,20,15,21,36,8,4,326,247
13,137,Georgia,Habersham County,35-39,1120,1294,36,132,20,14,30,40,4,4,257,225
13,137,Georgia,Habersham County,40-44,1082,1315,32,133,24,24,23,47,11,8,237,236
13,137,Georgia,Habersham County,45-49,1253,1387,36,112,19,16,50,48,4,3,230,171
13,137,Georgia,Habersham County,50-54,1197,1301,40,66,12,12,48,50,6,1,151,126
13,137,Georgia,Habersham County,55-59,1313,1415,30,66,10,9,47,35,4,2,111,86
13,137,Georgia,Habersham County,60-64,1216,1384,55,45,11,12,32,29,2,2,85,61
13,137,Georgia,Habersham County,65-69,1126,1291,23,24,10,7,22,30,0,0,42,42
13,137,Georgia,Habersham County,70-74,1049,1094,9,12,3,8,15,21,0,0,27,20
13,137,Georgia,Habersham County,75-79,709,830,13,13,2,3,7,13,0,0,10,7
13,137,Georgia,Habersham County,80-84,454,549,3,7,1,0,7,10,0,0,2,4
13,137,Georgia,Habersham County,85,302,496,1,9,0,0,3,3,0,0,5,8
13,139,Georgia,Hall County,0-4,5824,5583,510,566,38,43,93,108,18,18,3161,2944
13,139,Georgia,Hall County,5-9,6043,5584,570,580,44,51,127,100,15,14,3157,2853
13,139,Georgia,Hall County,10-14,6709,6214,640,646,87,92,166,148,20,20,3404,3184
13,139,Georgia,Hall County,15-19,6240,5881,717,609,84,73,174,157,12,22,2901,2764
13,139,Georgia,Hall County,20-24,5550,5514,683,641,84,53,149,136,23,23,2502,2345
13,139,Georgia,Hall County,25-29,5898,5693,750,692,78,44,145,151,17,13,2368,2118
13,139,Georgia,Hall County,30-34,5552,5269,515,543,69,52,106,149,19,19,2286,1980
13,139,Georgia,Hall County,35-39,5481,5539,556,553,90,81,114,192,21,5,2413,2167
13,139,Georgia,Hall County,40-44,5484,5298,493,521,70,82,129,173,18,19,2251,2006
13,139,Georgia,Hall County,45-49,6119,6098,517,554,74,53,189,213,14,13,2057,1827
13,139,Georgia,Hall County,50-54,5893,5760,497,545,55,47,193,141,19,9,1575,1292
13,139,Georgia,Hall County,55-59,5522,5548,486,492,35,25,137,129,11,6,1047,863
13,139,Georgia,Hall County,60-64,4846,5256,354,456,42,17,95,132,1,1,660,608
13,139,Georgia,Hall County,65-69,4050,4520,257,353,34,21,76,115,3,2,403,347
13,139,Georgia,Hall County,70-74,3580,4091,174,295,8,17,50,66,1,1,250,249
13,139,Georgia,Hall County,75-79,2436,2826,104,158,11,13,38,61,0,4,144,152
13,139,Georgia,Hall County,80-84,1390,1855,47,86,7,6,13,29,1,2,66,69
13,139,Georgia,Hall County,85,1150,1824,45,91,8,8,15,21,0,0,83,93
13,141,Georgia,Hancock County,0-4,22,21,124,136,1,1,0,0,0,0,7,4
13,141,Georgia,Hancock County,5-9,25,26,154,129,1,1,5,0,0,1,5,4
13,141,Georgia,Hancock County,10-14,41,23,146,138,0,0,15,7,0,0,6,7
13,141,Georgia,Hancock County,15-19,34,19,157,141,4,0,18,2,0,0,9,4
13,141,Georgia,Hancock County,20-24,54,20,260,174,3,3,3,0,0,1,13,0
13,141,Georgia,Hancock County,25-29,80,24,356,174,0,0,1,0,0,0,26,1
13,141,Georgia,Hancock County,30-34,82,19,283,132,2,0,0,0,0,0,27,1
13,141,Georgia,Hancock County,35-39,59,27,237,138,0,2,0,3,0,0,9,10
13,141,Georgia,Hancock County,40-44,64,32,196,133,2,1,4,3,0,0,18,1
13,141,Georgia,Hancock County,45-49,93,52,191,151,3,1,3,2,0,0,9,0
13,141,Georgia,Hancock County,50-54,85,77,220,218,0,0,6,1,0,0,7,0
13,141,Georgia,Hancock County,55-59,90,91,215,199,7,1,0,2,0,0,6,1
13,141,Georgia,Hancock County,60-64,103,125,198,222,5,5,0,1,0,0,4,2
13,141,Georgia,Hancock County,65-69,132,113,191,200,0,0,0,2,0,0,6,4
13,141,Georgia,Hancock County,70-74,131,111,123,154,3,0,1,4,0,0,3,2
13,141,Georgia,Hancock County,75-79,80,69,80,90,0,1,1,0,0,0,2,0
13,141,Georgia,Hancock County,80-84,51,33,41,81,0,1,0,0,0,0,2,0
13,141,Georgia,Hancock County,85,28,57,38,120,0,0,0,0,0,0,0,0
13,143,Georgia,Haralson County,0-4,819,790,41,52,6,2,6,5,1,0,32,17
13,143,Georgia,Haralson County,5-9,895,889,50,36,4,3,8,12,2,2,23,35
13,143,Georgia,Haralson County,10-14,897,953,51,50,3,2,7,13,1,1,37,32
13,143,Georgia,Haralson County,15-19,875,896,45,44,4,5,6,4,0,1,27,16
13,143,Georgia,Haralson County,20-24,750,760,48,45,2,1,3,7,0,0,17,15
13,143,Georgia,Haralson County,25-29,926,914,59,44,2,4,8,9,1,0,27,18
13,143,Georgia,Haralson County,30-34,829,871,60,46,1,2,13,8,1,2,14,13
13,143,Georgia,Haralson County,35-39,769,866,41,37,2,4,8,11,0,0,24,22
13,143,Georgia,Haralson County,40-44,834,845,41,42,5,4,5,8,0,0,28,23
13,143,Georgia,Haralson County,45-49,994,1012,44,48,3,1,9,24,0,0,20,19
13,143,Georgia,Haralson County,50-54,980,966,59,53,3,4,8,12,0,0,12,9
13,143,Georgia,Haralson County,55-59,947,895,38,40,5,6,5,6,0,0,10,11
13,143,Georgia,Haralson County,60-64,788,843,42,48,11,10,6,10,0,0,5,7
13,143,Georgia,Haralson County,65-69,624,782,28,50,0,2,4,3,0,0,5,7
13,143,Georgia,Haralson County,70-74,572,675,21,20,1,1,2,5,0,1,3,2
13,143,Georgia,Haralson County,75-79,377,472,15,21,2,1,1,1,0,1,1,1
13,143,Georgia,Haralson County,80-84,214,339,6,14,2,0,1,2,0,0,1,3
13,143,Georgia,Haralson County,85,147,284,10,7,0,1,1,0,0,0,1,3
13,145,Georgia,Harris County,0-4,637,629,135,107,4,9,9,13,3,1,38,61
13,145,Georgia,Harris County,5-9,801,777,140,139,6,9,11,5,0,4,53,62
13,145,Georgia,Harris County,10-14,981,843,176,145,2,4,8,9,0,4,64,73
13,145,Georgia,Harris County,15-19,930,843,195,194,4,5,7,12,1,0,69,50
13,145,Georgia,Harris County,20-24,724,639,226,161,8,7,13,9,2,5,45,46
13,145,Georgia,Harris County,25-29,739,625,189,167,4,4,10,14,2,2,31,35
13,145,Georgia,Harris County,30-34,717,695,175,138,4,2,10,30,2,4,45,38
13,145,Georgia,Harris County,35-39,766,828,144,142,8,7,8,24,0,2,36,51
13,145,Georgia,Harris County,40-44,836,858,172,156,7,9,10,17,0,2,54,56
13,145,Georgia,Harris County,45-49,1012,1052,203,214,5,2,4,14,3,0,39,56
13,145,Georgia,Harris County,50-54,972,1088,248,252,3,2,13,17,1,1,40,37
13,145,Georgia,Harris County,55-59,1112,1042,233,238,8,9,7,16,1,2,24,26
13,145,Georgia,Harris County,60-64,974,1063,214,212,5,2,12,25,2,0,29,37
13,145,Georgia,Harris County,65-69,940,953,182,195,8,4,11,23,0,3,24,16
13,145,Georgia,Harris County,70-74,754,768,137,149,7,1,5,11,0,0,12,28
13,145,Georgia,Harris County,75-79,486,449,77,96,1,1,0,5,0,0,5,10
13,145,Georgia,Harris County,80-84,224,241,42,73,5,1,2,3,0,0,3,6
13,145,Georgia,Harris County,85,144,309,33,70,2,4,0,7,0,0,1,10
13,147,Georgia,Hart County,0-4,517,470,187,133,0,0,6,8,0,0,53,57
13,147,Georgia,Hart County,5-9,531,509,158,154,1,1,15,6,0,0,57,55
13,147,Georgia,Hart County,10-14,654,577,185,152,3,2,4,13,1,1,60,60
13,147,Georgia,Hart County,15-19,574,509,180,141,1,2,9,9,0,2,50,48
13,147,Georgia,Hart County,20-24,551,471,184,159,0,2,10,9,0,0,59,31
13,147,Georgia,Hart County,25-29,620,557,227,166,1,1,5,3,0,0,55,20
13,147,Georgia,Hart County,30-34,467,551,190,139,2,2,8,8,0,1,22,35
13,147,Georgia,Hart County,35-39,510,521,175,177,2,5,5,7,0,0,39,31
13,147,Georgia,Hart County,40-44,547,504,162,153,3,0,6,10,0,0,22,27
13,147,Georgia,Hart County,45-49,626,668,180,169,5,1,9,15,1,0,26,27
13,147,Georgia,Hart County,50-54,672,743,188,172,3,1,7,11,0,0,25,31
13,147,Georgia,Hart County,55-59,743,759,134,184,0,1,8,14,0,0,16,22
13,147,Georgia,Hart County,60-64,787,809,127,159,3,1,7,13,1,1,12,7
13,147,Georgia,Hart County,65-69,651,727,108,148,2,3,8,7,0,1,14,14
13,147,Georgia,Hart County,70-74,660,698,71,101,3,2,7,8,0,0,8,5
13,147,Georgia,Hart County,75-79,457,533,39,63,1,1,3,8,0,0,6,4
13,147,Georgia,Hart County,80-84,267,375,33,36,0,0,2,7,0,0,0,2
13,147,Georgia,Hart County,85,197,315,16,45,0,1,4,2,0,0,1,6
13,149,Georgia,Heard County,0-4,295,273,27,36,4,0,0,0,0,0,11,14
13,149,Georgia,Heard County,5-9,333,309,25,22,2,3,5,0,0,0,19,19
13,149,Georgia,Heard County,10-14,366,309,34,37,1,4,2,5,0,0,20,21
13,149,Georgia,Heard County,15-19,333,326,43,27,3,0,6,0,1,0,23,12
13,149,Georgia,Heard County,20-24,328,297,36,45,1,1,2,1,0,0,24,9
13,149,Georgia,Heard County,25-29,323,348,48,36,2,2,2,1,0,0,20,9
13,149,Georgia,Heard County,30-34,270,283,31,29,1,3,1,1,0,0,12,6
13,149,Georgia,Heard County,35-39,285,311,43,29,2,3,1,1,0,0,11,13
13,149,Georgia,Heard County,40-44,300,297,38,30,0,5,2,3,0,0,9,15
13,149,Georgia,Heard County,45-49,371,357,34,28,1,2,1,3,0,0,7,8
13,149,Georgia,Heard County,50-54,393,366,42,52,2,0,6,3,0,0,10,5
13,149,Georgia,Heard County,55-59,367,380,47,50,3,1,3,1,0,0,4,0
13,149,Georgia,Heard County,60-64,329,367,33,47,3,3,2,3,0,1,7,6
13,149,Georgia,Heard County,65-69,303,306,44,50,1,1,1,2,0,0,9,4
13,149,Georgia,Heard County,70-74,248,261,10,25,0,2,3,1,0,0,0,4
13,149,Georgia,Heard County,75-79,171,173,15,16,2,1,1,1,0,0,1,1
13,149,Georgia,Heard County,80-84,68,104,14,25,0,0,0,0,0,0,0,0
13,149,Georgia,Heard County,85,72,110,2,16,0,1,0,0,0,0,0,2
13,151,Georgia,Henry County,0-4,2790,2696,3302,3175,27,30,341,250,13,8,824,794
13,151,Georgia,Henry County,5-9,3158,3112,3675,3673,30,28,288,253,13,10,822,787
13,151,Georgia,Henry County,10-14,4025,3692,4697,4556,15,23,328,291,8,11,850,779
13,151,Georgia,Henry County,15-19,4050,3656,4689,4589,33,30,246,288,9,10,835,793
13,151,Georgia,Henry County,20-24,3301,3039,3808,4044,21,27,189,206,38,7,686,602
13,151,Georgia,Henry County,25-29,3182,3225,3493,3860,34,39,238,269,15,6,554,543
13,151,Georgia,Henry County,30-34,3109,3123,2817,3624,14,29,226,260,11,10,604,558
13,151,Georgia,Henry County,35-39,3162,3392,3069,4586,28,27,255,354,8,8,605,643
13,151,Georgia,Henry County,40-44,3289,3525,3449,4837,26,33,308,416,8,11,604,671
13,151,Georgia,Henry County,45-49,3933,4085,3895,5057,26,40,347,363,6,43,527,616
13,151,Georgia,Henry County,50-54,4132,4119,3751,4508,40,17,237,273,9,6,426,435
13,151,Georgia,Henry County,55-59,4026,4083,3105,3640,31,24,209,252,3,5,321,345
13,151,Georgia,Henry County,60-64,3254,3627,2325,2645,19,36,190,215,3,4,210,242
13,151,Georgia,Henry County,65-69,2592,3007,1590,2132,13,27,129,173,1,3,155,159
13,151,Georgia,Henry County,70-74,2226,2632,1026,1373,12,15,104,133,3,1,76,134
13,151,Georgia,Henry County,75-79,1487,1816,513,672,5,10,62,79,2,2,59,92
13,151,Georgia,Henry County,80-84,875,1089,231,393,8,7,31,43,2,2,46,44
13,151,Georgia,Henry County,85,549,923,168,349,1,5,28,38,0,1,19,33
13,153,Georgia,Houston County,0-4,2918,2612,1827,1764,22,41,184,126,10,9,534,520
13,153,Georgia,Houston County,5-9,3091,3002,1867,2025,30,26,345,102,9,12,523,560
13,153,Georgia,Houston County,10-14,3173,3106,2180,2104,29,36,194,132,10,6,497,540
13,153,Georgia,Houston County,15-19,2976,2770,1971,1903,30,18,139,119,9,13,456,455
13,153,Georgia,Houston County,20-24,2923,2636,1820,1822,32,20,136,153,7,9,423,376
13,153,Georgia,Houston County,25-29,3426,3155,1921,2200,25,27,155,211,9,8,374,328
13,153,Georgia,Houston County,30-34,3365,3349,1693,2207,22,28,209,249,24,12,474,416
13,153,Georgia,Houston County,35-39,3241,3310,1543,2176,47,30,262,180,30,11,513,445
13,153,Georgia,Houston County,40-44,2814,2891,1359,1759,25,22,115,208,11,7,347,342
13,153,Georgia,Houston County,45-49,2999,3056,1326,1815,21,24,175,187,9,15,291,330
13,153,Georgia,Houston County,50-54,3174,3220,1373,1736,22,25,132,210,10,7,267,248
13,153,Georgia,Houston County,55-59,3576,3531,1445,1641,34,19,127,192,10,5,206,202
13,153,Georgia,Houston County,60-64,2793,2953,1095,1317,14,9,84,183,9,10,139,156
13,153,Georgia,Houston County,65-69,2193,2365,808,1036,11,7,45,141,5,5,91,115
13,153,Georgia,Houston County,70-74,1826,2107,498,639,13,10,38,87,3,4,66,56
13,153,Georgia,Houston County,75-79,1138,1530,271,366,15,5,17,58,2,1,23,28
13,153,Georgia,Houston County,80-84,781,1201,166,234,4,3,6,38,2,1,12,37
13,153,Georgia,Houston County,85,575,984,80,227,2,2,11,23,0,0,18,41
13,155,Georgia,Irwin County,0-4,147,142,71,78,0,0,0,5,0,0,20,16
13,155,Georgia,Irwin County,5-9,186,166,79,83,2,2,0,4,0,0,30,19
13,155,Georgia,Irwin County,10-14,199,183,100,103,2,1,2,2,0,0,15,19
13,155,Georgia,Irwin County,15-19,211,180,117,84,1,0,3,4,0,2,20,16
13,155,Georgia,Irwin County,20-24,233,168,138,65,1,0,3,3,0,0,19,10
13,155,Georgia,Irwin County,25-29,256,195,161,77,0,1,3,2,0,0,21,12
13,155,Georgia,Irwin County,30-34,220,154,120,83,0,0,2,4,0,0,28,4
13,155,Georgia,Irwin County,35-39,228,194,87,100,1,2,1,3,0,0,11,14
13,155,Georgia,Irwin County,40-44,213,205,124,58,0,0,3,2,0,1,11,8
13,155,Georgia,Irwin County,45-49,240,201,104,69,2,0,5,2,0,0,16,10
13,155,Georgia,Irwin County,50-54,208,202,85,84,0,0,1,5,0,0,11,7
13,155,Georgia,Irwin County,55-59,230,209,73,74,0,0,1,2,0,0,12,5
13,155,Georgia,Irwin County,60-64,191,236,52,57,0,2,2,0,0,0,6,3
13,155,Georgia,Irwin County,65-69,191,174,37,53,1,0,0,2,0,0,5,3
13,155,Georgia,Irwin County,70-74,156,209,29,54,0,0,4,3,0,0,5,1
13,155,Georgia,Irwin County,75-79,124,136,32,30,0,0,1,1,0,0,0,2
13,155,Georgia,Irwin County,80-84,72,95,11,24,0,0,1,2,0,0,0,0
13,155,Georgia,Irwin County,85,61,137,5,35,0,0,0,0,0,0,1,2
13,157,Georgia,Jackson County,0-4,1990,1933,167,168,6,5,48,54,1,0,250,280
13,157,Georgia,Jackson County,5-9,2172,2164,205,162,13,11,67,42,2,1,288,297
13,157,Georgia,Jackson County,10-14,2295,2163,190,187,14,12,47,50,2,0,288,278
13,157,Georgia,Jackson County,15-19,2040,1963,183,168,4,10,49,57,2,2,267,263
13,157,Georgia,Jackson County,20-24,1569,1642,170,155,11,5,61,46,0,4,190,196
13,157,Georgia,Jackson County,25-29,1938,2066,247,175,16,7,63,59,1,2,219,227
13,157,Georgia,Jackson County,30-34,2009,1994,185,153,7,14,59,66,2,0,242,214
13,157,Georgia,Jackson County,35-39,2241,2296,171,193,15,8,46,63,1,0,266,239
13,157,Georgia,Jackson County,40-44,2076,2055,180,170,8,6,41,66,2,2,230,187
13,157,Georgia,Jackson County,45-49,2249,2258,201,168,7,13,43,52,7,2,186,209
13,157,Georgia,Jackson County,50-54,2192,2089,169,180,7,3,33,39,1,0,136,137
13,157,Georgia,Jackson County,55-59,1970,2018,186,159,8,11,36,45,2,2,123,71
13,157,Georgia,Jackson County,60-64,1707,1828,125,147,2,6,33,35,3,1,65,84
13,157,Georgia,Jackson County,65-69,1372,1613,87,106,7,9,14,35,0,1,42,57
13,157,Georgia,Jackson County,70-74,1228,1448,63,87,3,5,33,19,1,0,28,53
13,157,Georgia,Jackson County,75-79,845,1089,50,59,0,1,11,7,0,0,6,60
13,157,Georgia,Jackson County,80-84,451,544,18,29,0,1,6,10,0,0,12,9
13,157,Georgia,Jackson County,85,247,517,12,37,2,1,1,3,2,0,11,21
13,159,Georgia,Jasper County,0-4,311,316,77,76,0,0,0,1,0,0,41,33
13,159,Georgia,Jasper County,5-9,333,355,106,85,1,2,0,2,0,0,33,28
13,159,Georgia,Jasper County,10-14,409,327,102,109,5,3,0,1,0,0,29,33
13,159,Georgia,Jasper County,15-19,362,328,97,81,4,4,2,4,0,0,29,22
13,159,Georgia,Jasper County,20-24,287,246,83,83,3,2,0,1,0,0,18,25
13,159,Georgia,Jasper County,25-29,302,318,84,92,1,1,0,1,0,0,20,15
13,159,Georgia,Jasper County,30-34,286,324,90,91,1,0,4,2,0,0,13,15
13,159,Georgia,Jasper County,35-39,301,327,74,106,1,1,1,0,0,0,22,15
13,159,Georgia,Jasper County,40-44,311,315,73,72,1,3,2,2,0,0,21,20
13,159,Georgia,Jasper County,45-49,352,428,68,53,4,2,1,2,0,0,18,14
13,159,Georgia,Jasper County,50-54,429,369,80,106,5,3,1,5,0,0,22,15
13,159,Georgia,Jasper County,55-59,405,424,98,103,5,3,1,2,2,0,10,9
13,159,Georgia,Jasper County,60-64,381,412,88,118,2,2,0,0,0,0,5,9
13,159,Georgia,Jasper County,65-69,295,345,85,112,1,2,0,1,0,0,3,7
13,159,Georgia,Jasper County,70-74,265,275,50,68,0,4,0,2,0,0,6,4
13,159,Georgia,Jasper County,75-79,165,188,26,42,0,1,0,0,0,0,2,1
13,159,Georgia,Jasper County,80-84,106,116,20,36,0,1,0,0,0,0,1,1
13,159,Georgia,Jasper County,85,63,94,16,55,0,0,0,1,0,0,1,5
13,161,Georgia,Jeff Davis County,0-4,408,383,100,79,5,9,4,6,2,1,123,112
13,161,Georgia,Jeff Davis County,5-9,446,429,92,65,7,10,8,11,1,0,124,128
13,161,Georgia,Jeff Davis County,10-14,490,467,84,83,7,7,4,7,0,0,122,116
13,161,Georgia,Jeff Davis County,15-19,440,422,87,94,4,3,4,2,0,0,91,105
13,161,Georgia,Jeff Davis County,20-24,348,351,64,75,7,4,5,4,1,1,56,74
13,161,Georgia,Jeff Davis County,25-29,353,392,78,79,2,4,1,2,2,1,37,40
13,161,Georgia,Jeff Davis County,30-34,393,379,65,65,2,3,4,3,1,0,94,58
13,161,Georgia,Jeff Davis County,35-39,351,364,60,81,2,3,7,4,1,0,71,44
13,161,Georgia,Jeff Davis County,40-44,394,394,58,72,1,6,3,2,0,1,50,65
13,161,Georgia,Jeff Davis County,45-49,412,416,51,61,5,3,4,5,0,0,80,32
13,161,Georgia,Jeff Davis County,50-54,405,391,78,51,3,7,4,2,0,0,42,35
13,161,Georgia,Jeff Davis County,55-59,388,389,74,96,6,2,2,2,0,1,33,19
13,161,Georgia,Jeff Davis County,60-64,373,354,50,92,0,3,2,1,1,0,24,7
13,161,Georgia,Jeff Davis County,65-69,284,348,57,69,4,1,0,0,0,1,10,9
13,161,Georgia,Jeff Davis County,70-74,296,282,46,36,2,1,1,0,1,0,7,4
13,161,Georgia,Jeff Davis County,75-79,170,234,35,42,0,0,0,0,0,0,2,6
13,161,Georgia,Jeff Davis County,80-84,88,146,11,23,0,0,0,0,0,0,6,8
13,161,Georgia,Jeff Davis County,85,60,87,9,21,0,1,0,0,0,0,1,1
13,163,Georgia,Jefferson County,0-4,195,186,289,281,0,6,3,6,0,0,18,26
13,163,Georgia,Jefferson County,5-9,190,182,276,303,1,0,3,1,1,0,41,37
13,163,Georgia,Jefferson County,10-14,220,194,304,280,0,0,3,5,1,1,28,15
13,163,Georgia,Jefferson County,15-19,207,181,295,279,3,0,3,9,0,2,23,24
13,163,Georgia,Jefferson County,20-24,191,174,253,253,1,2,1,1,1,1,13,22
13,163,Georgia,Jefferson County,25-29,219,203,309,292,0,0,2,1,0,0,21,25
13,163,Georgia,Jefferson County,30-34,211,178,232,244,1,1,5,6,0,0,44,15
13,163,Georgia,Jefferson County,35-39,217,192,252,228,0,0,5,5,0,1,49,12
13,163,Georgia,Jefferson County,40-44,195,182,184,229,1,0,4,3,1,1,32,13
13,163,Georgia,Jefferson County,45-49,242,200,207,268,2,2,7,4,0,0,25,5
13,163,Georgia,Jefferson County,50-54,243,239,233,320,1,2,3,1,1,0,18,8
13,163,Georgia,Jefferson County,55-59,240,271,249,294,1,2,2,1,0,0,14,10
13,163,Georgia,Jefferson County,60-64,239,255,245,295,1,1,1,4,0,0,12,4
13,163,Georgia,Jefferson County,65-69,227,201,210,273,1,2,1,4,0,0,4,4
13,163,Georgia,Jefferson County,70-74,173,233,114,210,2,2,0,0,0,0,3,4
13,163,Georgia,Jefferson County,75-79,144,173,70,154,0,1,0,2,0,1,3,2
13,163,Georgia,Jefferson County,80-84,83,113,31,84,0,0,2,0,0,0,3,1
13,163,Georgia,Jefferson County,85,67,105,37,81,0,0,0,0,0,0,4,1
13,165,Georgia,Jenkins County,0-4,124,104,118,101,0,0,1,1,0,0,14,20
13,165,Georgia,Jenkins County,5-9,127,111,112,107,6,1,1,4,0,0,26,27
13,165,Georgia,Jenkins County,10-14,119,111,139,122,2,3,1,2,0,1,21,22
13,165,Georgia,Jenkins County,15-19,130,110,156,112,1,0,3,0,2,0,17,12
13,165,Georgia,Jenkins County,20-24,188,106,210,113,0,2,3,2,0,1,33,14
13,165,Georgia,Jenkins County,25-29,209,151,219,126,2,3,1,0,2,0,43,13
13,165,Georgia,Jenkins County,30-34,155,114,172,101,0,1,3,0,4,0,39,15
13,165,Georgia,Jenkins County,35-39,157,134,159,107,3,2,1,4,0,1,38,19
13,165,Georgia,Jenkins County,40-44,156,112,138,101,1,0,2,3,1,0,18,6
13,165,Georgia,Jenkins County,45-49,200,156,130,89,0,0,2,2,4,0,21,13
13,165,Georgia,Jenkins County,50-54,158,129,131,94,2,0,4,2,1,1,19,7
13,165,Georgia,Jenkins County,55-59,170,166,127,143,0,1,1,1,2,0,8,6
13,165,Georgia,Jenkins County,60-64,170,166,89,103,3,1,2,1,0,0,1,5
13,165,Georgia,Jenkins County,65-69,149,153,68,91,2,0,2,1,0,0,0,0
13,165,Georgia,Jenkins County,70-74,135,142,44,79,0,1,1,0,0,0,0,2
13,165,Georgia,Jenkins County,75-79,84,107,20,47,1,0,1,0,0,0,2,1
13,165,Georgia,Jenkins County,80-84,40,84,13,31,0,0,0,0,0,0,2,1
13,165,Georgia,Jenkins County,85,27,73,9,39,1,1,0,0,0,0,2,1
13,167,Georgia,Johnson County,0-4,160,154,67,90,3,2,0,4,0,0,7,8
13,167,Georgia,Johnson County,5-9,126,129,79,88,2,2,3,1,0,0,14,16
13,167,Georgia,Johnson County,10-14,169,162,101,93,1,1,2,1,0,0,7,14
13,167,Georgia,Johnson County,15-19,162,163,91,98,3,1,1,2,0,0,7,8
13,167,Georgia,Johnson County,20-24,189,130,150,91,4,1,3,2,0,0,16,7
13,167,Georgia,Johnson County,25-29,233,141,173,76,0,3,2,1,1,0,24,9
13,167,Georgia,Johnson County,30-34,247,148,180,79,0,1,2,2,0,0,17,8
13,167,Georgia,Johnson County,35-39,247,127,160,92,0,1,1,1,0,0,13,4
13,167,Georgia,Johnson County,40-44,247,153,176,75,1,1,2,1,0,0,6,7
13,167,Georgia,Johnson County,45-49,279,195,153,64,1,0,2,2,0,1,13,9
13,167,Georgia,Johnson County,50-54,267,175,149,75,0,0,1,0,0,0,5,1
13,167,Georgia,Johnson County,55-59,232,221,150,88,2,3,0,1,0,0,6,5
13,167,Georgia,Johnson County,60-64,210,189,115,115,3,1,0,0,0,0,3,2
13,167,Georgia,Johnson County,65-69,201,178,79,86,1,1,1,2,0,1,3,1
13,167,Georgia,Johnson County,70-74,203,181,48,60,0,0,1,0,0,0,0,0
13,167,Georgia,Johnson County,75-79,128,135,30,33,0,1,1,0,0,0,1,1
13,167,Georgia,Johnson County,80-84,51,96,18,35,1,0,0,0,0,0,2,2
13,167,Georgia,Johnson County,85,55,120,26,39,0,1,0,0,0,0,1,5
13,169,Georgia,Jones County,0-4,558,509,171,150,0,0,4,4,0,0,38,14
13,169,Georgia,Jones County,5-9,655,632,206,218,2,2,7,4,0,0,34,22
13,169,Georgia,Jones County,10-14,761,738,263,255,10,4,8,5,1,1,30,31
13,169,Georgia,Jones County,15-19,697,683,254,267,1,7,4,5,0,0,36,21
